transactionId,accountNumber,accountHolderName,transactionDate,transactionType,amount,transactionStatus
399,284284280,User122,2024-01-14,TRANSFER,1336.88,COMPLETED
400,921231161,User44,2024-09-22,DEPOSIT,2902.59,FAILED
401,114964335,User48,2024-09-10,DEPOSIT,1275.78,COMPLETED
402,384358094,User56,2024-12-16,WITHDRAWAL,1420.45,PENDING
403,395408070,User385,2024-10-10,TRANSFER,4653.96,FAILED
404,116391203,User300,2024-01-30,TRANSFER,780.82,COMPLETED
405,269507355,User446,2024-02-01,DEPOSIT,4990.52,FAILED
406,544255486,User11,2024-07-09,WITHDRAWAL,386.22,PENDING
407,224311009,User143,2024-02-14,TRANSFER,2995.08,COMPLETED
408,223273553,User429,2024-05-30,DEPOSIT,4450.01,FAILED
409,969216911,User34,2024-07-21,TRANSFER,3752.82,FAILED
410,726667790,User287,2024-11-23,WITHDRAWAL,3214.21,FAILED
411,175363681,User26,2024-08-22,WITHDRAWAL,3270.83,COMPLETED
412,291563923,User231,2024-07-09,TRANSFER,2434.61,FAILED
413,720234332,User436,2024-04-26,TRANSFER,4035.7,FAILED
414,769847291,User223,2024-04-03,TRANSFER,2346.7,FAILED
415,136721003,User51,2024-11-06,WITHDRAWAL,4325.99,FAILED
416,335230465,User103,2024-05-31,WITHDRAWAL,1468.3,COMPLETED
417,558690429,User500,2024-10-04,TRANSFER,1013.83,PENDING
418,458995134,User447,2024-08-21,DEPOSIT,3542.83,PENDING
419,114643981,User150,2024-06-07,DEPOSIT,3443.5,COMPLETED
420,136448040,User305,2024-07-29,TRANSFER,1890.2,FAILED
421,565267917,User391,2024-07-17,WITHDRAWAL,1316.47,PENDING
422,779097646,User96,2024-04-22,DEPOSIT,750.38,COMPLETED
423,260781964,User338,2024-07-20,WITHDRAWAL,1268.72,FAILED
424,194655664,User435,2024-10-17,DEPOSIT,4178.49,PENDING
425,829547412,User118,2024-06-13,DEPOSIT,2211.37,COMPLETED
426,199703245,User298,2024-04-15,WITHDRAWAL,82.03,FAILED
427,248124696,User460,2024-04-07,TRANSFER,4242.56,COMPLETED
428,244207403,User483,2024-06-12,DEPOSIT,4777.11,COMPLETED
429,556635689,User200,2024-12-06,WITHDRAWAL,864.95,COMPLETED
430,460487453,User126,2024-07-04,DEPOSIT,3188.56,FAILED
431,291022545,User167,2024-08-01,TRANSFER,3295.54,PENDING
432,374173744,User350,2024-02-29,DEPOSIT,4842.63,PENDING
433,885374981,User112,2024-06-14,TRANSFER,1581.38,COMPLETED
434,187392772,User227,2024-05-04,WITHDRAWAL,767.17,COMPLETED
435,399033046,User336,2024-05-01,DEPOSIT,4546.58,PENDING
436,296759204,User439,2024-03-04,WITHDRAWAL,4308.65,FAILED
437,557446604,User143,2024-10-28,TRANSFER,1843.2,FAILED
438,754050124,User331,2024-06-22,WITHDRAWAL,3256.1,PENDING
439,169349495,User335,2024-04-06,WITHDRAWAL,3373.87,FAILED
440,101573990,User406,2024-09-06,TRANSFER,3833.25,FAILED
441,733652343,User150,2024-12-18,DEPOSIT,4518.21,COMPLETED
442,306495912,User249,2024-09-09,DEPOSIT,1417.1,COMPLETED
443,225261331,User436,2024-04-15,DEPOSIT,2024.75,COMPLETED
444,586946759,User466,2024-11-01,TRANSFER,3990.98,FAILED
445,122566703,User218,2024-04-14,TRANSFER,829.4,COMPLETED
446,362707190,User208,2024-08-05,WITHDRAWAL,783.28,PENDING
447,972673280,User147,2024-02-06,DEPOSIT,4112.19,FAILED
448,920185629,User446,2024-01-25,DEPOSIT,1765.94,FAILED
449,428851284,User184,2024-11-09,DEPOSIT,2091.1,PENDING
450,556570589,User269,2024-07-12,DEPOSIT,2903.91,PENDING
451,295498074,User118,2024-10-20,WITHDRAWAL,1856.91,PENDING
452,998990035,User483,2024-09-22,WITHDRAWAL,2314.0,FAILED
453,915816634,User201,2024-11-08,WITHDRAWAL,500.44,PENDING
454,233359685,User75,2024-01-22,DEPOSIT,1604.01,FAILED
455,569926018,User113,2024-10-19,TRANSFER,440.89,FAILED
456,622942818,User418,2024-02-18,WITHDRAWAL,3963.13,PENDING
457,373947053,User363,2024-02-22,DEPOSIT,1124.42,FAILED
458,815877564,User157,2024-10-02,WITHDRAWAL,4631.78,FAILED
459,849422425,User296,2024-07-19,TRANSFER,109.33,FAILED
460,629608235,User317,2024-07-07,WITHDRAWAL,2510.66,COMPLETED
461,460246776,User359,2024-09-25,DEPOSIT,206.16,FAILED
462,694288074,User127,2024-08-23,DEPOSIT,3026.19,COMPLETED
463,313228123,User59,2024-08-20,DEPOSIT,1774.8,PENDING
464,501077540,User48,2024-09-07,WITHDRAWAL,531.57,FAILED
465,559945714,User57,2024-03-06,WITHDRAWAL,4895.32,PENDING
466,955732264,User228,2024-01-29,TRANSFER,1309.97,FAILED
467,833044290,User248,2024-04-20,WITHDRAWAL,4415.95,PENDING
468,618166074,User19,2024-03-05,TRANSFER,4461.08,FAILED
469,749720127,User266,2024-01-13,WITHDRAWAL,70.18,COMPLETED
470,293106447,User495,2024-10-29,WITHDRAWAL,4611.09,COMPLETED
471,140801694,User303,2024-07-02,WITHDRAWAL,2293.73,FAILED
472,832828621,User157,2024-08-15,WITHDRAWAL,3020.02,PENDING
473,318903045,User286,2024-11-27,DEPOSIT,4628.37,FAILED
474,274337542,User493,2024-03-05,TRANSFER,1769.33,COMPLETED
475,608070292,User136,2024-03-22,TRANSFER,1079.98,COMPLETED
476,583969525,User244,2024-09-30,WITHDRAWAL,266.31,FAILED
477,776234860,User101,2024-04-21,TRANSFER,2228.44,FAILED
478,309902402,User418,2024-06-22,TRANSFER,4197.15,COMPLETED
479,959630711,User38,2024-07-23,DEPOSIT,3989.64,FAILED
480,437943135,User217,2024-02-07,DEPOSIT,1441.85,PENDING
481,948422740,User79,2024-08-24,WITHDRAWAL,751.17,COMPLETED
482,891004095,User429,2024-11-09,WITHDRAWAL,4431.72,COMPLETED
483,870227665,User82,2024-12-12,TRANSFER,4454.44,FAILED
484,225081811,User479,2024-09-29,WITHDRAWAL,4965.55,PENDING
485,346354150,User46,2024-12-02,WITHDRAWAL,2713.55,COMPLETED
486,169315423,User296,2024-09-23,DEPOSIT,1201.58,COMPLETED
487,148016531,User282,2024-05-21,TRANSFER,1570.55,PENDING
488,753722235,User414,2024-05-26,WITHDRAWAL,3043.29,PENDING
489,314686697,User363,2024-06-18,TRANSFER,1299.02,PENDING
490,109557509,User160,2024-10-23,WITHDRAWAL,911.96,FAILED
491,308313199,User350,2024-05-29,WITHDRAWAL,1125.37,PENDING
492,371620973,User481,2024-09-17,DEPOSIT,221.25,FAILED
493,586635527,User40,2024-12-27,TRANSFER,3394.64,FAILED
494,866031064,User340,2024-10-31,WITHDRAWAL,3613.72,FAILED
495,295324802,User319,2024-11-08,DEPOSIT,1030.46,FAILED
496,447136539,User325,2024-11-28,DEPOSIT,2043.86,COMPLETED
497,156119320,User160,2024-05-14,WITHDRAWAL,3824.94,PENDING
498,505237118,User332,2024-04-23,TRANSFER,934.39,COMPLETED
499,876558369,User359,2024-02-27,DEPOSIT,1209.82,FAILED
500,426746532,User280,2024-05-03,DEPOSIT,2668.03,PENDING
501,147369539,User168,2024-06-12,TRANSFER,3222.59,COMPLETED
502,626487245,User285,2024-12-27,TRANSFER,868.96,FAILED
503,322306412,User290,2024-12-09,WITHDRAWAL,4160.7,FAILED
504,715057215,User349,2024-03-12,WITHDRAWAL,4034.63,FAILED
505,345172368,User319,2024-07-16,TRANSFER,1556.07,FAILED
506,504263492,User435,2024-04-30,WITHDRAWAL,4445.02,FAILED
507,494766175,User3,2024-06-07,TRANSFER,2345.49,FAILED
508,769247177,User375,2024-11-29,WITHDRAWAL,761.56,COMPLETED
509,880705998,User68,2024-09-19,TRANSFER,1295.36,PENDING
510,235600030,User68,2024-03-13,WITHDRAWAL,2498.63,COMPLETED
511,530694270,User312,2024-04-13,WITHDRAWAL,2364.07,PENDING
512,175493619,User364,2024-03-30,TRANSFER,4867.95,PENDING
513,249797092,User310,2024-04-29,TRANSFER,1010.18,COMPLETED
514,194448901,User96,2024-02-17,WITHDRAWAL,2596.27,PENDING
515,384672001,User221,2024-01-08,WITHDRAWAL,1036.31,COMPLETED
516,396562794,User24,2024-06-15,DEPOSIT,3873.77,FAILED
517,811517512,User446,2024-03-09,WITHDRAWAL,1867.73,COMPLETED
518,394692238,User470,2024-02-29,TRANSFER,1526.58,COMPLETED
519,875804531,User268,2024-12-22,WITHDRAWAL,4066.08,FAILED
520,896175001,User231,2024-12-10,DEPOSIT,1614.17,COMPLETED
521,701112413,User379,2024-05-04,WITHDRAWAL,4320.13,FAILED
522,605728165,User134,2024-11-02,WITHDRAWAL,1694.03,FAILED
523,487948956,User252,2024-04-14,DEPOSIT,791.46,COMPLETED
524,274200195,User40,2024-11-25,TRANSFER,492.28,FAILED
525,684287557,User262,2024-04-22,WITHDRAWAL,4281.57,FAILED
526,548778003,User94,2024-06-20,WITHDRAWAL,3171.42,FAILED
527,591849885,User63,2024-05-31,DEPOSIT,1227.81,FAILED
528,698574870,User490,2024-03-06,WITHDRAWAL,3730.01,PENDING
529,256477232,User324,2024-11-06,WITHDRAWAL,3567.58,FAILED
530,896133426,User115,2024-08-01,TRANSFER,2378.36,COMPLETED
531,514133685,User445,2024-09-02,DEPOSIT,1426.61,FAILED
532,123119040,User24,2024-10-13,TRANSFER,692.34,FAILED
533,136631541,User131,2024-11-20,WITHDRAWAL,1463.91,PENDING
534,544055595,User3,2024-02-23,TRANSFER,4573.55,PENDING
535,217306529,User180,2024-12-04,TRANSFER,4404.13,COMPLETED
536,393747981,User246,2024-11-05,WITHDRAWAL,1169.76,PENDING
537,429772534,User487,2024-02-01,TRANSFER,2440.0,FAILED
538,470701062,User46,2024-05-01,WITHDRAWAL,3893.27,PENDING
539,528200091,User478,2024-03-02,DEPOSIT,1157.63,FAILED
540,650636572,User475,2024-05-24,TRANSFER,1393.46,FAILED
541,257612427,User251,2024-12-12,DEPOSIT,1365.14,PENDING
542,167089415,User170,2024-02-14,DEPOSIT,2670.63,COMPLETED
543,811933231,User374,2024-11-24,TRANSFER,2058.27,COMPLETED
544,451095801,User140,2024-06-15,DEPOSIT,3785.61,COMPLETED
545,923256231,User191,2024-01-26,TRANSFER,627.43,PENDING
546,483959154,User239,2024-02-19,TRANSFER,631.88,COMPLETED
547,594549854,User43,2024-04-04,TRANSFER,1323.52,PENDING
548,785701473,User478,2024-12-14,WITHDRAWAL,2113.54,FAILED
549,543633837,User481,2024-04-09,DEPOSIT,1603.58,PENDING
550,533547750,User440,2024-02-08,TRANSFER,4561.97,COMPLETED
551,408837785,User141,2024-02-06,WITHDRAWAL,3828.42,FAILED
552,786738431,User475,2024-06-27,WITHDRAWAL,3327.64,COMPLETED
553,509030111,User303,2024-11-02,DEPOSIT,891.84,FAILED
554,908531582,User231,2024-10-28,WITHDRAWAL,2044.3,COMPLETED
555,400661845,User483,2024-11-08,WITHDRAWAL,1746.31,PENDING
556,686106891,User143,2024-09-25,DEPOSIT,4169.51,PENDING
557,428257919,User492,2024-02-07,WITHDRAWAL,99.98,PENDING
558,585308059,User186,2024-02-27,TRANSFER,654.26,FAILED
559,909461422,User317,2024-09-20,TRANSFER,916.13,FAILED
560,931840888,User69,2024-01-27,WITHDRAWAL,2641.94,FAILED
561,346075647,User175,2024-08-16,DEPOSIT,4003.46,FAILED
562,917010485,User52,2024-02-26,TRANSFER,3619.66,FAILED
563,201159904,User286,2024-04-03,WITHDRAWAL,2941.46,COMPLETED
564,661443720,User199,2024-10-28,TRANSFER,4112.6,COMPLETED
565,940379524,User294,2024-06-01,TRANSFER,1349.53,COMPLETED
566,764401859,User73,2024-12-14,TRANSFER,1549.52,FAILED
567,738203420,User36,2024-02-23,DEPOSIT,4085.26,PENDING
568,737956497,User255,2024-01-30,TRANSFER,303.76,PENDING
569,666073352,User279,2024-02-17,WITHDRAWAL,4226.92,FAILED
570,984757393,User466,2024-01-31,TRANSFER,3496.24,FAILED
571,623627952,User207,2024-02-03,WITHDRAWAL,4756.11,COMPLETED
572,386004846,User213,2024-02-02,DEPOSIT,533.57,PENDING
573,914671830,User456,2024-10-16,TRANSFER,191.12,COMPLETED
574,707138521,User385,2024-03-21,TRANSFER,1548.81,PENDING
575,389588758,User320,2024-10-27,WITHDRAWAL,1408.99,PENDING
576,135707906,User16,2024-05-12,TRANSFER,2800.99,COMPLETED
577,905602820,User104,2024-04-16,DEPOSIT,4424.39,PENDING
578,870836638,User2,2024-05-03,DEPOSIT,399.41,FAILED
579,196714236,User72,2024-12-28,DEPOSIT,1040.22,COMPLETED
580,837877009,User26,2024-11-05,TRANSFER,4297.19,COMPLETED
581,408925328,User86,2024-12-16,WITHDRAWAL,2363.64,FAILED
582,119773319,User92,2024-02-18,WITHDRAWAL,2247.68,COMPLETED
583,546915654,User103,2024-01-31,WITHDRAWAL,2043.21,PENDING
584,869993994,User251,2024-08-22,WITHDRAWAL,2039.24,FAILED
585,169377655,User415,2024-04-01,DEPOSIT,269.07,PENDING
586,737909058,User277,2024-09-11,WITHDRAWAL,2783.84,FAILED
587,822823638,User154,2024-05-25,WITHDRAWAL,4049.36,PENDING
588,750292152,User128,2024-02-20,WITHDRAWAL,4279.5,PENDING
589,305867658,User310,2024-05-26,DEPOSIT,723.28,COMPLETED
590,917492985,User495,2024-04-04,TRANSFER,1674.68,COMPLETED
591,897997250,User269,2024-12-18,DEPOSIT,3384.75,COMPLETED
592,908715998,User205,2024-06-02,WITHDRAWAL,1579.67,PENDING
593,721582530,User477,2024-02-21,WITHDRAWAL,3031.55,FAILED
594,795069768,User451,2024-03-25,DEPOSIT,3177.15,FAILED
595,838641842,User403,2024-12-02,TRANSFER,1572.1,PENDING
596,110631328,User431,2024-09-30,TRANSFER,1239.6,PENDING
597,477200614,User83,2024-06-27,WITHDRAWAL,1014.82,COMPLETED
598,868149261,User45,2024-01-05,DEPOSIT,3634.42,FAILED
599,843817718,User202,2024-07-12,TRANSFER,2247.69,FAILED
600,635089700,User170,2024-07-10,DEPOSIT,1770.63,FAILED
601,935501074,User310,2024-04-09,TRANSFER,2479.74,PENDING
602,912809259,User194,2024-09-30,WITHDRAWAL,3984.46,COMPLETED
603,539427495,User218,2024-10-07,WITHDRAWAL,2828.06,FAILED
604,631459084,User193,2024-04-06,TRANSFER,2049.26,COMPLETED
605,884776667,User471,2024-05-02,DEPOSIT,4064.38,FAILED
606,842641137,User285,2024-04-08,TRANSFER,3974.76,COMPLETED
607,602084937,User335,2024-01-17,DEPOSIT,3535.33,COMPLETED
608,845913950,User436,2024-08-23,WITHDRAWAL,204.34,FAILED
609,219122008,User212,2024-11-05,DEPOSIT,3938.55,PENDING
610,694626799,User45,2024-09-17,TRANSFER,2769.99,FAILED
611,780939427,User186,2024-08-28,TRANSFER,335.31,COMPLETED
612,993390210,User482,2024-04-19,TRANSFER,4058.24,PENDING
613,995630191,User406,2024-07-22,DEPOSIT,3501.24,PENDING
614,210980976,User438,2024-12-25,TRANSFER,2739.96,PENDING
615,654583085,User308,2024-10-08,WITHDRAWAL,4112.89,PENDING
616,557257537,User114,2024-09-08,DEPOSIT,3088.46,FAILED
617,701066915,User404,2024-03-17,WITHDRAWAL,3781.29,PENDING
618,121026024,User104,2024-04-04,TRANSFER,3692.97,FAILED
619,608516086,User378,2024-09-29,TRANSFER,2532.83,PENDING
620,804410145,User244,2024-07-11,TRANSFER,3569.29,FAILED
621,500906625,User88,2024-07-21,WITHDRAWAL,1036.47,COMPLETED
622,294690209,User459,2024-08-12,TRANSFER,1520.06,FAILED
623,922488177,User57,2024-04-22,DEPOSIT,2009.79,COMPLETED
624,667694008,User470,2024-07-08,TRANSFER,2377.86,FAILED
625,941556292,User180,2024-08-26,TRANSFER,936.54,PENDING
626,673357039,User7,2024-04-23,TRANSFER,804.58,FAILED
627,277932530,User360,2024-05-01,DEPOSIT,3119.15,FAILED
628,873961778,User279,2024-03-22,WITHDRAWAL,3723.39,PENDING
629,431361348,User109,2024-02-05,DEPOSIT,4725.66,FAILED
630,306287394,User492,2024-06-19,WITHDRAWAL,4911.44,FAILED
631,166059259,User487,2024-03-27,DEPOSIT,1213.79,PENDING
632,173371579,User475,2024-06-23,WITHDRAWAL,827.93,PENDING
633,429892195,User306,2024-03-19,WITHDRAWAL,476.7,PENDING
634,453206587,User94,2024-01-09,TRANSFER,3796.36,COMPLETED
635,825222068,User323,2024-05-08,DEPOSIT,4553.82,COMPLETED
636,323706813,User485,2024-04-19,DEPOSIT,1740.71,FAILED
637,700086329,User195,2024-08-07,WITHDRAWAL,4618.98,COMPLETED
638,434664214,User343,2024-03-23,WITHDRAWAL,2471.59,PENDING
639,185437719,User162,2024-10-17,WITHDRAWAL,3867.81,FAILED
640,327935365,User386,2024-12-01,TRANSFER,2260.76,FAILED
641,845031557,User334,2024-08-26,WITHDRAWAL,2087.79,COMPLETED
642,227086731,User205,2024-02-25,WITHDRAWAL,4121.38,FAILED
643,871572076,User32,2024-12-15,WITHDRAWAL,4352.82,FAILED
644,940957151,User88,2024-04-05,TRANSFER,4037.34,FAILED
645,352193733,User443,2024-11-24,DEPOSIT,793.91,FAILED
646,280920616,User313,2024-06-30,WITHDRAWAL,488.07,COMPLETED
647,232647756,User331,2024-06-14,DEPOSIT,4560.19,COMPLETED
648,683023483,User292,2024-01-20,TRANSFER,455.4,PENDING
649,516739070,User421,2024-09-07,DEPOSIT,1809.47,FAILED
650,859979086,User168,2024-11-25,DEPOSIT,3741.05,FAILED
651,592951325,User55,2024-04-12,DEPOSIT,3292.31,PENDING
652,860357390,User402,2024-06-30,WITHDRAWAL,922.15,FAILED
653,972976853,User19,2024-07-19,TRANSFER,4214.53,PENDING
654,228956511,User202,2024-12-13,DEPOSIT,2740.96,FAILED
655,613147492,User157,2024-12-08,DEPOSIT,4209.8,PENDING
656,146404781,User373,2024-12-05,TRANSFER,2926.95,FAILED
657,694797843,User236,2024-01-06,TRANSFER,1440.31,COMPLETED
658,307749778,User430,2024-03-24,TRANSFER,1963.88,FAILED
659,914263825,User15,2024-03-11,WITHDRAWAL,3143.68,PENDING
660,729054684,User161,2024-06-01,DEPOSIT,4111.26,PENDING
661,278253754,User6,2024-12-03,DEPOSIT,1280.62,PENDING
662,905329684,User13,2024-09-08,DEPOSIT,2158.33,FAILED
663,166886190,User2,2024-04-09,TRANSFER,1398.81,PENDING
664,937371340,User370,2024-03-16,WITHDRAWAL,823.14,COMPLETED
665,566980600,User77,2024-08-15,DEPOSIT,3746.57,COMPLETED
666,498106211,User216,2024-11-22,TRANSFER,2368.73,PENDING
667,687597800,User276,2024-10-16,TRANSFER,1300.33,FAILED
668,835165885,User470,2024-01-09,TRANSFER,3246.87,FAILED
669,796485265,User95,2024-09-08,TRANSFER,4011.65,COMPLETED
670,287461880,User6,2024-03-07,TRANSFER,106.58,PENDING
671,490463090,User167,2024-01-29,WITHDRAWAL,1270.96,PENDING
672,520392522,User109,2024-03-27,WITHDRAWAL,81.63,PENDING
673,589671083,User86,2024-11-29,WITHDRAWAL,4424.09,FAILED
674,790375411,User76,2024-12-12,DEPOSIT,631.55,PENDING
675,222874873,User494,2024-12-28,DEPOSIT,146.15,COMPLETED
676,979004835,User256,2024-03-03,TRANSFER,3050.91,FAILED
677,489777178,User146,2024-07-04,DEPOSIT,59.94,FAILED
678,175050750,User77,2024-09-09,WITHDRAWAL,4180.12,COMPLETED
679,223976065,User146,2024-06-11,WITHDRAWAL,3934.32,COMPLETED
680,417453577,User74,2024-06-30,DEPOSIT,580.97,COMPLETED
681,311995624,User429,2024-12-23,WITHDRAWAL,2532.18,PENDING
682,954128545,User292,2024-01-14,TRANSFER,260.52,PENDING
683,136053539,User270,2024-08-04,TRANSFER,812.91,FAILED
684,707281758,User324,2024-02-29,WITHDRAWAL,4734.52,FAILED
685,489070978,User39,2024-09-13,DEPOSIT,3473.98,PENDING
686,117811790,User344,2024-08-27,DEPOSIT,360.89,COMPLETED
687,725104886,User256,2024-10-21,WITHDRAWAL,2699.9,FAILED
688,284843473,User491,2024-03-02,TRANSFER,1422.12,PENDING
689,864466704,User341,2024-02-18,DEPOSIT,2148.7,COMPLETED
690,953372954,User139,2024-04-30,DEPOSIT,802.91,PENDING
691,104548924,User166,2024-11-16,TRANSFER,1830.84,PENDING
692,201129881,User85,2024-07-24,WITHDRAWAL,2303.23,FAILED
693,438443025,User118,2024-01-19,TRANSFER,4641.6,PENDING
694,953166436,User356,2024-06-22,WITHDRAWAL,4420.96,FAILED
695,414098904,User293,2024-07-17,DEPOSIT,63.42,PENDING
696,156407035,User203,2024-08-13,TRANSFER,333.75,PENDING
697,499351226,User271,2024-07-08,WITHDRAWAL,4465.4,PENDING
698,630160027,User252,2024-08-29,DEPOSIT,3603.58,COMPLETED
699,493792587,User390,2024-03-17,DEPOSIT,881.82,COMPLETED
700,215110764,User294,2024-09-22,TRANSFER,2930.24,PENDING
701,565534696,User306,2024-06-05,TRANSFER,3759.61,FAILED
702,721425021,User295,2024-09-09,TRANSFER,4649.99,PENDING
703,344051804,User113,2024-03-08,TRANSFER,4228.57,PENDING
704,241801146,User98,2024-11-29,DEPOSIT,950.63,COMPLETED
705,884835451,User371,2024-05-30,DEPOSIT,1408.06,FAILED
706,409253613,User296,2024-03-16,WITHDRAWAL,1927.75,COMPLETED
707,857641568,User492,2024-04-08,DEPOSIT,3964.92,FAILED
708,432297763,User100,2024-09-13,WITHDRAWAL,2469.83,COMPLETED
709,514034320,User84,2024-02-01,DEPOSIT,1384.91,FAILED
710,924561827,User492,2024-09-12,DEPOSIT,3964.51,COMPLETED
711,983736488,User376,2024-01-12,DEPOSIT,2618.17,PENDING
712,400436626,User284,2024-12-27,DEPOSIT,4008.88,COMPLETED
713,480748810,User498,2024-01-24,WITHDRAWAL,4098.53,FAILED
714,235851674,User152,2024-09-02,DEPOSIT,972.21,PENDING
715,723038160,User300,2024-08-24,DEPOSIT,3663.47,COMPLETED
716,200213215,User189,2024-12-30,WITHDRAWAL,1971.68,FAILED
717,195774583,User153,2024-12-12,TRANSFER,2714.49,FAILED
718,518250009,User117,2024-01-29,TRANSFER,2459.1,COMPLETED
719,130889525,User257,2024-05-28,WITHDRAWAL,4130.85,PENDING
720,267321699,User167,2024-02-27,WITHDRAWAL,4389.58,COMPLETED
721,527508104,User496,2024-08-06,WITHDRAWAL,4287.79,PENDING
722,793332058,User449,2024-09-25,DEPOSIT,1816.11,PENDING
723,129938753,User205,2024-12-05,WITHDRAWAL,1195.83,COMPLETED
724,843467087,User95,2024-04-29,TRANSFER,3698.56,FAILED
725,681473919,User161,2024-07-21,DEPOSIT,3352.19,PENDING
726,129481968,User356,2024-11-19,TRANSFER,1812.16,FAILED
727,748719671,User27,2024-05-18,WITHDRAWAL,270.39,PENDING
728,195614021,User59,2024-09-17,WITHDRAWAL,625.83,PENDING
729,379856021,User295,2024-06-28,WITHDRAWAL,1243.29,FAILED
730,299816733,User36,2024-09-12,TRANSFER,101.65,FAILED
731,124100665,User80,2024-12-31,TRANSFER,2725.11,PENDING
732,184063991,User141,2024-01-17,WITHDRAWAL,900.19,FAILED
733,150700367,User57,2024-05-04,TRANSFER,3437.08,COMPLETED
734,273652601,User419,2024-05-03,TRANSFER,518.06,COMPLETED
735,800070974,User85,2024-10-27,DEPOSIT,4997.58,FAILED
736,179778168,User482,2024-01-11,TRANSFER,2210.19,PENDING
737,863481384,User446,2024-11-24,DEPOSIT,4024.73,COMPLETED
738,943760236,User293,2024-05-01,WITHDRAWAL,3235.99,FAILED
739,432403608,User480,2024-04-11,WITHDRAWAL,3692.0,PENDING
740,809500590,User425,2024-08-09,TRANSFER,660.55,COMPLETED
741,903762460,User139,2024-07-04,DEPOSIT,2862.11,FAILED
742,847968039,User213,2024-11-27,TRANSFER,2548.73,PENDING
743,534476530,User367,2024-07-28,DEPOSIT,2522.75,COMPLETED
744,394283805,User246,2024-01-05,DEPOSIT,1883.3,FAILED
745,145539886,User214,2024-09-25,DEPOSIT,4070.69,COMPLETED
746,687425246,User349,2024-05-18,DEPOSIT,1589.61,FAILED
747,252226916,User80,2024-05-08,WITHDRAWAL,2808.47,FAILED
748,216290685,User192,2024-12-19,DEPOSIT,3454.51,COMPLETED
749,537976476,User14,2024-10-23,TRANSFER,3431.61,FAILED
750,564981574,User323,2024-09-10,TRANSFER,856.4,COMPLETED
751,931848927,User66,2024-07-22,TRANSFER,2619.85,FAILED
752,524696142,User226,2024-01-22,WITHDRAWAL,1870.18,FAILED
753,163269561,User132,2024-06-10,DEPOSIT,2119.28,PENDING
754,614331058,User297,2024-10-11,TRANSFER,2089.86,COMPLETED
755,608598611,User438,2024-03-06,DEPOSIT,2153.14,FAILED
756,388219044,User250,2024-08-14,DEPOSIT,1015.88,PENDING
757,673112247,User404,2024-06-04,TRANSFER,1704.16,FAILED
758,170384324,User341,2024-12-03,DEPOSIT,1943.93,PENDING
759,688239622,User414,2024-10-17,DEPOSIT,1729.26,PENDING
760,570453589,User420,2024-02-23,DEPOSIT,3879.12,PENDING
761,174230514,User285,2024-03-19,TRANSFER,476.41,FAILED
762,561290381,User120,2024-05-27,DEPOSIT,3481.89,COMPLETED
763,326225973,User176,2024-05-08,TRANSFER,1511.47,COMPLETED
764,767515171,User447,2024-10-21,TRANSFER,4681.74,COMPLETED
765,344026180,User100,2024-11-24,DEPOSIT,3642.55,PENDING
766,391522015,User165,2024-05-15,WITHDRAWAL,251.41,FAILED
767,221330081,User275,2024-10-22,TRANSFER,4914.78,PENDING
768,580192217,User248,2024-12-10,DEPOSIT,264.92,COMPLETED
769,547346596,User471,2024-07-14,TRANSFER,3533.74,COMPLETED
770,127327118,User190,2024-07-22,TRANSFER,1821.64,PENDING
771,897363269,User79,2024-02-26,DEPOSIT,4033.85,COMPLETED
772,573779925,User287,2024-09-03,DEPOSIT,1701.46,FAILED
773,975185414,User463,2024-03-03,TRANSFER,4519.29,PENDING
774,868709708,User355,2024-10-19,DEPOSIT,3495.37,PENDING
775,220968651,User246,2024-01-31,WITHDRAWAL,4280.37,PENDING
776,384408987,User78,2024-09-02,TRANSFER,2339.34,FAILED
777,751869816,User121,2024-09-07,DEPOSIT,3612.56,FAILED
778,106384960,User496,2024-10-29,TRANSFER,4124.4,PENDING
779,545174075,User107,2024-04-04,WITHDRAWAL,4801.44,PENDING
780,643967807,User455,2024-12-06,DEPOSIT,2461.81,FAILED
781,368954377,User137,2024-01-23,TRANSFER,344.49,PENDING
782,288107116,User238,2024-11-27,TRANSFER,1728.35,PENDING
783,847480432,User379,2024-12-03,DEPOSIT,795.4,COMPLETED
784,721926147,User221,2024-12-30,DEPOSIT,489.34,PENDING
785,788205158,User191,2024-11-02,TRANSFER,904.51,COMPLETED
786,502695490,User146,2024-11-20,DEPOSIT,767.68,FAILED
787,189135519,User247,2024-09-10,WITHDRAWAL,2287.34,PENDING
788,463396484,User243,2024-12-22,DEPOSIT,3724.56,COMPLETED
789,209646129,User323,2024-07-10,WITHDRAWAL,4267.05,COMPLETED
790,873222980,User496,2024-02-19,DEPOSIT,4954.61,PENDING
791,378563424,User76,2024-09-06,WITHDRAWAL,557.35,PENDING
792,118072645,User60,2024-01-27,WITHDRAWAL,2894.46,PENDING
793,219139280,User473,2024-03-31,DEPOSIT,4635.7,COMPLETED
794,603468683,User261,2024-09-23,WITHDRAWAL,352.15,COMPLETED
795,392461180,User273,2024-12-13,WITHDRAWAL,1625.82,COMPLETED
796,626751190,User428,2024-03-02,TRANSFER,3925.3,PENDING
797,719168532,User213,2024-01-25,WITHDRAWAL,2689.32,PENDING
798,262867895,User213,2024-08-05,TRANSFER,2574.68,PENDING
799,734441221,User277,2024-06-25,TRANSFER,1813.89,PENDING
800,353438987,User206,2024-09-13,TRANSFER,2342.0,PENDING
